"PersonId","TaskType","credits"
"PID0311","Meeting workflow",72.1
"PID0311","Email workflow",115.1
"PID0311","Communication workflow",71.4
"PID0311","Document and comment",38.6
"PID0311","Analysis and research",28.3
"PID0311","General assistance",26.6
"PID0311","Specialised workflow",11.8
"PID0312","Write or debug code",4.5
"PID0312","Meeting workflow",10.8
"PID0312","Email workflow",10.6
"PID0312","Communication workflow",7.1
"PID0312","Document and comment",7.5
"PID0312","Analysis and research",7.2
"PID0312","General assistance",5
"PID0312","Specialised workflow",1.9
"PID0313","Write or debug code",6.2
"PID0313","Meeting workflow",15.7
"PID0313","Email workflow",15.9
"PID0313","Communication workflow",9.6
"PID0313","Document and comment",23.8
"PID0313","Analysis and research",41.4
"PID0313","General assistance",7.8
"PID0313","Specialised workflow",6.2
"PID0314","Write or debug code",16
"PID0314","Meeting workflow",117.7
"PID0314","Email workflow",133
"PID0314","Communication workflow",87.3
"PID0314","Document and comment",47.8
"PID0314","Analysis and research",57.1
"PID0314","General assistance",31.7
"PID0314","Specialised workflow",18.9
"PID0315","Write or debug code",25.5
"PID0315","Meeting workflow",168.7
"PID0315","Email workflow",263.4
"PID0315","Communication workflow",102.4
"PID0315","Document and comment",88.7
"PID0315","Analysis and research",85
"PID0315","General assistance",38.7
"PID0315","Specialised workflow",24
"PID0316","Write or debug code",28
"PID0316","Meeting workflow",93.6
"PID0316","Email workflow",175.1
"PID0316","Communication workflow",50.7
"PID0316","Document and comment",187.4
"PID0316","Analysis and research",107.3
"PID0316","General assistance",40.3
"PID0316","Specialised workflow",36.1
"PID0317","Write or debug code",68.9
"PID0317","Meeting workflow",194.8
"PID0317","Email workflow",265.6
"PID0317","Communication workflow",396.7
"PID0317","Document and comment",408.9
"PID0317","Analysis and research",250.6
"PID0317","General assistance",112.5
"PID0317","Specialised workflow",58.5
"PID0318","Write or debug code",3.3
"PID0318","Meeting workflow",14.2
"PID0318","Email workflow",31
"PID0318","Communication workflow",26.6
"PID0318","Document and comment",10.2
"PID0318","Analysis and research",7.2
"PID0318","General assistance",17.1
"PID0318","Specialised workflow",6.1
"PID0319","Write or debug code",11.5
"PID0319","Meeting workflow",29.7
"PID0319","Email workflow",47.1
"PID0319","Communication workflow",51.6
"PID0319","Document and comment",71.3
"PID0319","Analysis and research",30.1
"PID0319","General assistance",19.3
"PID0319","Specialised workflow",9.2
"PID0320","Write or debug code",0.3
"PID0320","Meeting workflow",1.3
"PID0320","Email workflow",1.8
"PID0320","Communication workflow",2.2
"PID0320","Document and comment",0.9
"PID0320","Analysis and research",1
"PID0320","General assistance",1.6
"PID0320","Specialised workflow",0.4
"PID0321","Write or debug code",26.9
"PID0321","Meeting workflow",60.2
"PID0321","Email workflow",160.1
"PID0321","Communication workflow",178.5
"PID0321","Document and comment",66.5
"PID0321","Analysis and research",68.9
"PID0321","General assistance",102
"PID0321","Specialised workflow",37.2
"PID0322","Write or debug code",78.8
"PID0322","Meeting workflow",21.9
"PID0322","Email workflow",18.8
"PID0322","Communication workflow",14.8
"PID0322","Document and comment",13.1
"PID0322","Analysis and research",22.7
"PID0322","General assistance",12.3
"PID0322","Specialised workflow",17.9
"PID0323","Write or debug code",20.5
"PID0323","Meeting workflow",31.2
"PID0323","Email workflow",61.3
"PID0323","Communication workflow",26.3
"PID0323","Document and comment",68.4
"PID0323","Analysis and research",104.6
"PID0323","General assistance",27.7
"PID0323","Specialised workflow",24.9
"PID0324","Write or debug code",7.6
"PID0324","Meeting workflow",75.5
"PID0324","Email workflow",101.2
"PID0324","Communication workflow",45.6
"PID0324","Document and comment",32.7
"PID0324","Analysis and research",46.2
"PID0324","General assistance",17.4
"PID0324","Specialised workflow",11.8
"PID0325","Write or debug code",88.5
"PID0325","Meeting workflow",571
"PID0325","Email workflow",737
"PID0325","Communication workflow",358.3
"PID0325","Document and comment",330.5
"PID0325","Analysis and research",292.7
"PID0325","General assistance",168.5
"PID0325","Specialised workflow",68.7
"PID0326","Write or debug code",0
"PID0326","Meeting workflow",0
"PID0326","Email workflow",0
"PID0326","Communication workflow",0
"PID0326","Document and comment",0
"PID0326","Analysis and research",0
"PID0326","General assistance",0
"PID0326","Specialised workflow",0
"PID0327","Write or debug code",0.3
"PID0327","Meeting workflow",1.8
"PID0327","Email workflow",1.8
"PID0327","Communication workflow",1.6
"PID0327","Document and comment",1.4
"PID0327","Analysis and research",1.1
"PID0327","General assistance",0.9
"PID0327","Specialised workflow",0.3
"PID0328","Write or debug code",83.9
"PID0328","Meeting workflow",353.5
"PID0328","Email workflow",441.9
"PID0328","Communication workflow",260.7
"PID0328","Document and comment",313.2
"PID0328","Analysis and research",135.7
"PID0328","General assistance",152.8
"PID0328","Specialised workflow",52.9
"PID0329","Write or debug code",7.8
"PID0329","Meeting workflow",18.7
"PID0329","Email workflow",37.3
"PID0329","Communication workflow",45.1
"PID0329","Document and comment",23
"PID0329","Analysis and research",17.9
"PID0329","General assistance",32.6
"PID0329","Specialised workflow",13.2
"PID0330","Write or debug code",610.5
"PID0330","Meeting workflow",202.8
"PID0330","Email workflow",220.2
"PID0330","Communication workflow",149.9
"PID0330","Document and comment",132.8
"PID0330","Analysis and research",208.4
"PID0330","General assistance",86.1
"PID0330","Specialised workflow",96.7
"PID0331","Write or debug code",0
"PID0331","Meeting workflow",0
"PID0331","Email workflow",0
"PID0331","Communication workflow",0
"PID0331","Document and comment",0
"PID0331","Analysis and research",0
"PID0331","General assistance",0
"PID0331","Specialised workflow",0
"PID0332","Write or debug code",0
"PID0332","Meeting workflow",0
"PID0332","Email workflow",0
"PID0332","Communication workflow",0
"PID0332","Document and comment",0
"PID0332","Analysis and research",0
"PID0332","General assistance",0
"PID0332","Specialised workflow",0
"PID0333","Write or debug code",20.6
"PID0333","Meeting workflow",75.1
"PID0333","Email workflow",72
"PID0333","Communication workflow",37.1
"PID0333","Document and comment",92.6
"PID0333","Analysis and research",110.8
"PID0333","General assistance",21.9
"PID0333","Specialised workflow",24.9
"PID0334","Write or debug code",93.6
"PID0334","Meeting workflow",296.9
"PID0334","Email workflow",236.2
"PID0334","Communication workflow",213.6
"PID0334","Document and comment",234.4
"PID0334","Analysis and research",162.8
"PID0334","General assistance",144.6
"PID0334","Specialised workflow",56.7
"PID0335","Write or debug code",568.7
"PID0335","Meeting workflow",202
"PID0335","Email workflow",283.2
"PID0335","Communication workflow",167.6
"PID0335","Document and comment",209.8
"PID0335","Analysis and research",239.3
"PID0335","General assistance",114.4
"PID0335","Specialised workflow",125.7
"PID0336","Write or debug code",40.9
"PID0336","Meeting workflow",236.7
"PID0336","Email workflow",255.8
"PID0336","Communication workflow",115.9
"PID0336","Document and comment",101.8
"PID0336","Analysis and research",145.4
"PID0336","General assistance",92.7
"PID0336","Specialised workflow",34.9
"PID0337","Write or debug code",7.1
"PID0337","Meeting workflow",49.5
"PID0337","Email workflow",42.7
"PID0337","Communication workflow",44.9
"PID0337","Document and comment",32.4
"PID0337","Analysis and research",32.7
"PID0337","General assistance",20.3
"PID0337","Specialised workflow",6.9
"PID0338","Write or debug code",1.7
"PID0338","Meeting workflow",7.1
"PID0338","Email workflow",5.4
"PID0338","Communication workflow",4.3
"PID0338","Document and comment",5.9
"PID0338","Analysis and research",4.5
"PID0338","General assistance",2.7
"PID0338","Specialised workflow",1.2
"PID0339","Write or debug code",10.8
"PID0339","Meeting workflow",32.1
"PID0339","Email workflow",54.3
"PID0339","Communication workflow",18
"PID0339","Document and comment",50.7
"PID0339","Analysis and research",68.4
"PID0339","General assistance",15.8
"PID0339","Specialised workflow",12.9
"PID0340","Write or debug code",11.6
"PID0340","Meeting workflow",115
"PID0340","Email workflow",99.8
"PID0340","Communication workflow",53.2
"PID0340","Document and comment",37.9
"PID0340","Analysis and research",38.8
"PID0340","General assistance",28.6
"PID0340","Specialised workflow",12.7
"PID0341","Write or debug code",7.4
"PID0341","Meeting workflow",11.9
"PID0341","Email workflow",38.1
"PID0341","Communication workflow",41.8
"PID0341","Document and comment",16.2
"PID0341","Analysis and research",22.7
"PID0341","General assistance",21.8
"PID0341","Specialised workflow",10
"PID0342","Write or debug code",0
"PID0342","Meeting workflow",0
"PID0342","Email workflow",0
"PID0342","Communication workflow",0
"PID0342","Document and comment",0
"PID0342","Analysis and research",0
"PID0342","General assistance",0
"PID0342","Specialised workflow",0
"PID0343","Write or debug code",0
"PID0343","Meeting workflow",0
"PID0343","Email workflow",0
"PID0343","Communication workflow",0
"PID0343","Document and comment",0
"PID0343","Analysis and research",0
"PID0343","General assistance",0
"PID0343","Specialised workflow",0
"PID0344","Write or debug code",51.2
"PID0344","Meeting workflow",108.9
"PID0344","Email workflow",304.9
"PID0344","Communication workflow",373.2
"PID0344","Document and comment",214.8
"PID0344","Analysis and research",101.3
"PID0344","General assistance",198.2
"PID0344","Specialised workflow",56.8
"PID0345","Write or debug code",2.2
"PID0345","Meeting workflow",5.4
"PID0345","Email workflow",5.5
"PID0345","Communication workflow",6.1
"PID0345","Document and comment",4.2
"PID0345","Analysis and research",3
"PID0345","General assistance",2.2
"PID0345","Specialised workflow",1
"PID0346","Write or debug code",0.2
"PID0346","Meeting workflow",0.7
"PID0346","Email workflow",1
"PID0346","Communication workflow",0.5
"PID0346","Document and comment",0.3
"PID0346","Analysis and research",0.4
"PID0346","General assistance",0.2
"PID0346","Specialised workflow",0.1
"PID0347","Write or debug code",8
"PID0347","Meeting workflow",24
"PID0347","Email workflow",46.7
"PID0347","Communication workflow",67.3
"PID0347","Document and comment",31.1
"PID0347","Analysis and research",26.1
"PID0347","General assistance",31.3
"PID0347","Specialised workflow",16.6
"PID0348","Write or debug code",0
"PID0348","Meeting workflow",0
"PID0348","Email workflow",0
"PID0348","Communication workflow",0
"PID0348","Document and comment",0
"PID0348","Analysis and research",0
"PID0348","General assistance",0
"PID0348","Specialised workflow",0
"PID0349","Write or debug code",32
"PID0349","Meeting workflow",73.4
"PID0349","Email workflow",82.7
"PID0349","Communication workflow",71.7
"PID0349","Document and comment",97.2
"PID0349","Analysis and research",58
"PID0349","General assistance",33.7
"PID0349","Specialised workflow",15
"PID0350","Write or debug code",38.3
"PID0350","Meeting workflow",262.5
"PID0350","Email workflow",274.1
"PID0350","Communication workflow",270.6
"PID0350","Document and comment",181.3
"PID0350","Analysis and research",130.6
"PID0350","General assistance",118.9
"PID0350","Specialised workflow",43.2
"PID0351","Write or debug code",2.7
"PID0351","Meeting workflow",6
"PID0351","Email workflow",12.2
"PID0351","Communication workflow",2.4
"PID0351","Document and comment",14.8
"PID0351","Analysis and research",12.2
"PID0351","General assistance",4.6
"PID0351","Specialised workflow",3.1
"PID0352","Write or debug code",380.3
"PID0352","Meeting workflow",58.4
"PID0352","Email workflow",87.1
"PID0352","Communication workflow",63.1
"PID0352","Document and comment",70.9
"PID0352","Analysis and research",71.5
"PID0352","General assistance",62.2
"PID0352","Specialised workflow",42.1
"PID0353","Write or debug code",3.7
"PID0353","Meeting workflow",13.7
"PID0353","Email workflow",18.9
"PID0353","Communication workflow",23.8
"PID0353","Document and comment",11.7
"PID0353","Analysis and research",6.7
"PID0353","General assistance",17.9
"PID0353","Specialised workflow",5.4
"PID0354","Write or debug code",49
"PID0354","Meeting workflow",167.1
"PID0354","Email workflow",85.1
"PID0354","Communication workflow",86.9
"PID0354","Document and comment",114
"PID0354","Analysis and research",96.1
"PID0354","General assistance",41.8
"PID0354","Specialised workflow",15.3
"PID0355","Write or debug code",161.4
"PID0355","Meeting workflow",27
"PID0355","Email workflow",42.5
"PID0355","Communication workflow",29.5
"PID0355","Document and comment",40.8
"PID0355","Analysis and research",47.9
"PID0355","General assistance",24
"PID0355","Specialised workflow",25.2
"PID0356","Write or debug code",0
"PID0356","Meeting workflow",0
"PID0356","Email workflow",0
"PID0356","Communication workflow",0
"PID0356","Document and comment",0
"PID0356","Analysis and research",0
"PID0356","General assistance",0
"PID0356","Specialised workflow",0
"PID0357","Write or debug code",0
"PID0357","Meeting workflow",0
"PID0357","Email workflow",0
"PID0357","Communication workflow",0
"PID0357","Document and comment",0
"PID0357","Analysis and research",0
"PID0357","General assistance",0
"PID0357","Specialised workflow",0
"PID0358","Write or debug code",2.7
"PID0358","Meeting workflow",10.2
"PID0358","Email workflow",13.6
"PID0358","Communication workflow",16.5
"PID0358","Document and comment",21.2
"PID0358","Analysis and research",14.6
"PID0358","General assistance",5.3
"PID0358","Specialised workflow",4.4
"PID0359","Write or debug code",3194.8
"PID0359","Meeting workflow",726.9
"PID0359","Email workflow",598.1
"PID0359","Communication workflow",426.5
"PID0359","Document and comment",660.3
"PID0359","Analysis and research",1218.4
"PID0359","General assistance",358.8
