"PersonId","MetricDate","Meeting_hours","Scheduled_call_hours","Collaboration_hours","Available_to_focus_hours","Uninterrupted_hours","Interrupted_hours","Open_1_hour_block","Recurring_meeting_hours","Conflicting_meeting_hours","Meeting_hours_with_six_or_fewer_hours_of_advanced_notice","After_hours_collaboration_hours"
"SYN00331",2026-03-22,7.459,1.285,12.839,31.256,10.852,20.404,18,5.555,1.127,2.571,5.276
"SYN00331",2026-03-29,8.451,1.474,14.461,30.074,12.109,17.966,16,3.235,1.786,2.157,6.22
"SYN00331",2026-04-05,5.255,1.717,10.759,33.028,13.331,19.697,19,3.391,1.523,0.818,5.11
"SYN00331",2026-04-12,6.572,2.057,13.938,31.371,11.336,20.035,21,3.031,1.231,1.271,6.497
"SYN00331",2026-04-19,7.385,2.143,13.994,30.473,12.198,18.275,16,2.967,1.942,1.206,5.697
"SYN00331",2026-04-26,8.663,1.739,14.642,29.598,11.831,17.767,16,5.336,1.96,1.51,5.381
"SYN00331",2026-05-03,4.654,1.137,9.682,34.208,16.085,18.123,20,2.755,1.313,1.54,4.494
"SYN00331",2026-05-10,6.22,2.071,13.453,31.709,15.288,16.421,22,4.131,1.477,1.558,5.838
"SYN00331",2026-05-17,5.468,0.927,10.761,33.604,13.74,19.864,19,2.101,1.36,1.479,5.805
"SYN00331",2026-05-24,6.595,2.152,13.072,31.253,13.084,18.169,21,4.034,1.547,1.193,6.357
"SYN00331",2026-05-31,6.087,1.768,12.503,32.145,11.161,20.983,17,4.574,1.686,1.389,5.65
"SYN00331",2026-06-07,2.92,1.443,9.02,35.637,15.224,20.413,21,2.159,0.49,0.772,5.48
"SYN00331",2026-06-14,3.619,2.154,11.782,34.227,17.186,17.041,19,2.067,0.572,1.073,4.713
"SYN00331",2026-06-21,2.704,2.11,10.101,35.186,13.694,21.492,22,1.754,0.43,0.688,4.308
"SYN00331",2026-06-28,8.29,1.357,13.495,30.353,10.572,19.781,15,6.087,1.66,1.912,6.017
"SYN00332",2026-01-04,19.465,1.596,26.384,18.939,0,18.939,9,7.668,3.476,6.302,3.578
"SYN00332",2026-01-11,18.056,0.95,23.875,20.994,6.16,14.835,8,10.283,3.403,6.316,4.004
"SYN00332",2026-01-18,18.17,1.628,24.235,20.202,4.262,15.94,12,7.191,5.168,2.746,4.133
"SYN00332",2026-01-25,17.964,1.311,26.503,20.725,4.718,16.007,7,10.371,2.971,6.224,5.506
"SYN00332",2026-02-01,16.797,1.57,23.104,21.633,3.382,18.251,10,8.243,2.119,3.679,4.331
"SYN00332",2026-02-08,19.224,1.351,25.903,19.426,4.159,15.267,8,7.96,2.758,3.636,3.999
"SYN00332",2026-02-15,17.022,0.913,22.411,22.064,2.752,19.312,15,11.793,3.768,4.155,3.784
"SYN00332",2026-02-22,17.236,1.19,25.077,21.574,7.528,14.046,15,12.496,3.341,4.159,3.547
"SYN00332",2026-03-01,17.1,1.333,22.656,21.567,2.86,18.707,12,12.626,3.503,3.76,4.879
"SYN00332",2026-03-08,18.788,2.083,25.858,19.129,2.473,16.656,12,9.166,3.353,2.939,4.893
"SYN00332",2026-03-15,15.188,1.457,21.494,23.355,4.388,18.967,13,10.079,3.02,2.755,3.968
"SYN00332",2026-03-22,15.963,1.169,22.238,22.868,6.898,15.97,13,9.182,3.064,2.867,4.351
"SYN00332",2026-03-29,16.217,1.746,22.62,22.037,6.839,15.198,11,12.507,3.299,2.554,4.291
"SYN00332",2026-04-05,15.32,1.322,20.254,23.357,3.321,20.036,13,7.93,2.755,2.494,3.103
"SYN00332",2026-04-12,15.379,0.922,22.316,23.699,4.478,19.222,8,6.685,3.741,4.028,3.674
"SYN00332",2026-04-19,14.089,2.143,21.451,23.769,8.481,15.288,15,7.93,3.179,2.134,3.861
"SYN00332",2026-04-26,15.638,1.036,21.694,23.326,3.975,19.352,16,11.955,2.727,3.489,4.569
"SYN00332",2026-05-03,16.998,1.941,24.486,21.062,1.7,19.362,11,11.394,4.481,5.198,5.101
"SYN00332",2026-05-10,16.385,1.888,23.826,21.727,3.143,18.584,15,6.579,2.64,4.481,4.17
"SYN00332",2026-05-17,16.836,0.758,22.645,22.406,2.791,19.616,11,11.434,4.188,3.557,3.295
"SYN00332",2026-05-24,14.341,0.798,25.09,24.861,1.785,23.076,12,9.842,2.239,4.138,4.311
"SYN00332",2026-05-31,14.76,0.777,21.651,24.463,5.144,19.319,13,11.163,3.845,4.684,4.706
"SYN00332",2026-06-07,14.997,1.274,22.891,23.729,6.229,17.5,15,11.585,2.097,4.571,3.89
"SYN00332",2026-06-14,15.208,1.119,22.181,23.673,3.832,19.841,13,11.419,2.795,5.291,4.246
"SYN00332",2026-06-21,17.225,1.403,23.641,21.371,6.2,15.171,14,8.809,3.592,2.907,4.148
"SYN00332",2026-06-28,16.262,1.057,23.586,22.682,0.053,22.629,13,6.236,4.247,5.594,3.487
"SYN00333",2026-01-04,7.076,1.106,11.947,31.818,14.06,17.759,17,2.936,0.348,0.746,1.022
"SYN00333",2026-01-11,6.982,1.292,13.239,31.725,17.97,13.756,18,3.053,0.726,1.455,1.2
"SYN00333",2026-01-18,6.094,1.609,9.817,32.297,13.44,18.856,15,4.225,0.691,0.63,0.223
"SYN00333",2026-01-25,10.405,1.652,15.33,27.943,12.347,15.596,17,4.036,1.125,0.95,0
"SYN00333",2026-02-01,7.156,1.639,11.517,31.205,20.208,10.997,17,4.171,0.678,1.146,0.741
"SYN00333",2026-02-08,8.04,1.634,12.092,30.326,13.311,17.015,19,5.29,1.189,1.385,0.699
"SYN00333",2026-02-15,8.815,0.835,12.774,30.35,15.531,14.819,18,4.088,1.432,0.845,0.349
"SYN00333",2026-02-22,7.98,0.93,12.841,31.09,15.004,16.086,14,2.804,0.345,0.928,0
"SYN00333",2026-03-01,6.926,0.749,9.727,32.325,13.347,18.978,21,3.009,0.018,0.365,0.228
"SYN00333",2026-03-08,8.094,1.526,12.719,30.38,17.545,12.835,16,4.373,1.088,0.441,1.425
"SYN00333",2026-03-15,10.116,1.185,14.572,28.698,15.263,13.436,12,6.932,0.52,0.832,1.933
"SYN00333",2026-03-22,6.914,1.432,10.948,31.653,15.445,16.209,18,2.599,0.924,1.488,1.586
"SYN00333",2026-03-29,6.368,0.443,10.798,33.19,16.153,17.037,21,2.295,0.334,0.321,0.625
"SYN00333",2026-04-05,6.057,1.638,11.002,32.305,18.066,14.238,20,2.322,0.496,1.139,0.665
"SYN00333",2026-04-12,8.393,1.468,13.526,30.139,13.739,16.4,17,4.566,1.132,1.213,0.387
"SYN00333",2026-04-19,5.577,0.851,8.894,33.572,18.067,15.505,23,2.905,0.395,0.617,0
"SYN00333",2026-04-26,8.342,0.534,13.549,31.124,12.118,19.006,18,4.006,0.623,0.487,1.255
"SYN00333",2026-05-03,4.81,0.496,8.859,34.694,17.894,16.8,20,2.478,0.13,0.399,0
"SYN00333",2026-05-10,5.612,1.622,11.03,32.766,17.643,15.123,20,4.093,0.319,0.908,0
"SYN00333",2026-05-17,8.78,1.217,12.933,30.003,13.903,16.1,15,4.062,0.057,0.996,0.606
"SYN00333",2026-05-24,5.076,1.648,9.3,33.276,18.002,15.273,19,2.325,0.594,0.86,0.717
"SYN00333",2026-05-31,5.087,1.33,9.111,33.583,18.078,15.505,17,2.696,0.228,0.708,0.503
"SYN00333",2026-06-07,7.554,1.522,11.866,30.924,17.213,13.711,18,2.618,1.129,0.729,0.993
"SYN00333",2026-06-14,8.814,0.726,13.746,30.459,16.401,14.058,16,4.748,0.061,1.673,0.893
"SYN00333",2026-06-21,8.781,0.908,12.695,30.311,15.573,14.738,14,5.734,0.317,0.388,0.607
"SYN00333",2026-06-28,5.892,1.789,11.597,32.319,14.697,17.622,21,2.368,0.815,0.506,1.214
"SYN00334",2026-01-04,4.589,1.516,8.549,33.896,14.033,19.863,19,1.939,0.334,0.501,2.107
"SYN00334",2026-01-11,6.625,0.496,9.319,32.879,13.157,19.722,20,4.434,1.039,1.37,0.335
"SYN00334",2026-01-18,5.131,0.884,9.525,33.985,16.9,17.085,19,2.947,0.521,0.998,2.034
"SYN00334",2026-01-25,6.244,0.691,11.851,33.065,18.835,14.23,19,2.818,0.733,0.194,1.278
"SYN00334",2026-02-01,5.977,0.502,8.102,33.522,12.931,20.591,18,4.072,0.211,0.215,0.82
"SYN00334",2026-02-08,5.655,1.483,8.643,32.862,14.301,18.56,20,2.765,0.406,0.433,0.082
"SYN00334",2026-02-15,3.222,1.166,5.575,35.612,16.273,19.339,18,1.825,0.234,0.318,1.636
"SYN00334",2026-02-22,3.996,0.874,7.055,35.13,12.321,22.809,20,1.206,0.174,0.117,1.405
"SYN00334",2026-03-01,6.038,1.385,10.972,32.576,11.081,21.495,19,4.045,0.818,0.868,0.572
"SYN00334",2026-03-08,7.932,1.093,13.472,30.975,11.734,19.241,17,4.64,0.118,0.747,0.22
"SYN00334",2026-03-15,5.494,1.224,7.878,33.282,16.073,17.209,19,1.923,0.131,0.666,0
"SYN00334",2026-03-22,6.278,0.267,8.709,33.455,15.209,18.246,16,2.428,0.019,0.947,0.905
"SYN00334",2026-03-29,6.629,0.526,9.459,32.845,14.153,18.693,19,2.203,0.777,0.357,2.298
"SYN00334",2026-04-05,5.192,1.417,10.045,33.39,17.741,15.649,14,1.663,0.651,1.072,0.111
"SYN00334",2026-04-12,7.07,0.924,11.213,32.005,16.118,15.888,18,3.476,0.196,0.876,1.423
"SYN00334",2026-04-19,7.745,1.333,11.196,30.922,12.942,17.981,15,4.659,0.395,1.147,1.416
"SYN00334",2026-04-26,5.968,0.993,10.033,33.039,13.685,19.354,19,1.911,0.022,0.781,0.812
"SYN00334",2026-05-03,6.354,0.711,9.633,32.936,13.147,19.788,18,4.285,0.348,0.898,1.144
"SYN00334",2026-05-10,5.375,0.755,8.226,33.871,16.789,17.081,22,1.84,0.485,0.739,0.552
"SYN00334",2026-05-17,3.851,0.25,7.111,35.899,13.894,22.005,25,1.169,0.511,0.78,0.81
"SYN00334",2026-05-24,6.482,0.25,8.937,33.268,14.248,19.019,18,4.426,0.109,1.325,0
"SYN00334",2026-05-31,5.56,1.247,9.068,33.193,16.435,16.758,18,2.06,0.189,0.899,1.204
"SYN00334",2026-06-07,2.683,0.714,6.305,36.603,14.136,22.468,17,1.599,0.048,0.458,0.799
"SYN00334",2026-06-14,4.944,1.042,12.395,34.014,14.009,20.005,22,2.263,0.772,0.941,1.219
"SYN00334",2026-06-21,6.423,1.569,10.582,32.008,14.981,17.027,19,2.275,0,0.123,0.579
"SYN00334",2026-06-28,5.226,0.25,8.547,34.524,19.96,14.564,19,2.003,0.071,0.088,0.567
"SYN00335",2026-01-04,2.896,0.53,7.253,36.573,18.435,18.139,18,1.335,0.144,0.282,0.283
"SYN00335",2026-01-11,2.35,0.595,5.923,37.055,17.704,19.351,19,1.552,0.313,0.434,0.63
"SYN00335",2026-01-18,4.228,1.196,9.258,34.576,16.579,17.997,22,2.274,0.422,0.782,0.236
"SYN00335",2026-01-25,4.314,0.48,7.201,35.206,14.645,20.56,17,2.199,0.22,0.234,0
"SYN00335",2026-02-01,2.921,0.921,5.556,36.158,17.866,18.292,17,1.821,0.299,0.262,0.072
"SYN00335",2026-02-08,5.691,0.548,9.393,33.761,18.051,15.71,17,3.619,0.736,0.703,0
"SYN00335",2026-02-15,3.237,1.352,7.994,35.41,20.364,15.047,19,2.05,0.173,0.145,0.786
"SYN00335",2026-02-22,2.929,0.695,6.194,36.377,17.247,19.13,16,1.995,0.219,0.363,0.211
"SYN00335",2026-03-01,1.795,0.487,5.544,37.718,18.683,19.035,22,0.703,0.27,0.042,0.466
"SYN00335",2026-03-08,2.943,0.984,7.945,36.073,16.013,20.059,17,1.277,0.377,0.254,0.022
"SYN00335",2026-03-15,3.631,1.572,8.248,34.797,18.366,16.431,17,2.148,0.29,0.297,0
"SYN00335",2026-03-22,1.356,0.42,3.451,38.224,18.62,19.604,21,0.576,0.122,0.03,0.374
"SYN00335",2026-03-29,3.235,1.235,8.217,35.53,21.082,14.447,20,2.227,0,0.161,0.581
"SYN00335",2026-04-05,2.673,1.531,6.864,35.796,15.32,20.477,17,1.795,0.266,0.069,0
"SYN00335",2026-04-12,2.567,0.851,6.041,36.583,16.323,20.259,21,1.149,0.28,0.091,0.058
"SYN00335",2026-04-19,1.948,0.875,5.731,37.177,20.562,16.615,19,0.781,0.144,0.34,0
"SYN00335",2026-04-26,2.754,0.524,6.034,36.723,21.732,14.991,22,1.348,0.431,0.146,0.923
"SYN00335",2026-05-03,2.514,0.336,5.069,37.15,15.191,21.959,20,0.881,0.314,0.417,1.529
"SYN00335",2026-05-10,1.624,0.484,5.776,37.892,18.827,19.065,23,1.021,0.153,0.13,0
"SYN00335",2026-05-17,1.514,1.119,4.402,37.367,17.109,20.258,21,0.979,0.118,0.24,0
"SYN00335",2026-05-24,0.5,0.25,3.57,39.25,19.416,19.834,20,0.293,0.046,0.041,1.478
"SYN00335",2026-05-31,0.791,0.474,4.088,38.735,17.925,20.81,25,0.307,0.05,0.063,0.712
"SYN00335",2026-06-07,0.977,0.923,6.482,38.1,17.897,20.202,22,0.615,0.128,0.132,0
"SYN00335",2026-06-14,4.171,0.648,7.629,35.182,13.659,21.523,18,2.468,0.011,0.095,0.256
"SYN00335",2026-06-21,1.153,1.169,3.42,37.678,20.524,17.154,20,0.501,0.16,0.183,0
"SYN00335",2026-06-28,2.197,0.72,5.36,37.084,14.284,22.799,23,1.46,0.341,0.16,0.078
"SYN00336",2026-01-04,8.915,1.723,14.116,29.361,10.911,18.451,21,6.623,2.434,2.593,5.4
"SYN00336",2026-01-11,8.787,2.158,15.976,29.055,8.914,20.141,19,4.057,2.058,2.999,5.904
"SYN00336",2026-01-18,11.59,0.916,18.018,27.493,4.741,22.752,15,8.328,3.289,3.106,6.715
"SYN00336",2026-01-25,8.172,1.715,15.185,30.113,9.162,20.951,19,3.799,1.356,1.695,5.977
"SYN00336",2026-02-01,10.118,1.019,15.753,28.863,6.168,22.696,16,5.723,1.659,2.306,6.713
"SYN00336",2026-02-08,8.119,1.325,13.976,30.556,10.427,20.129,18,3.313,2.062,2.073,5.646
"SYN00336",2026-02-15,10.225,1.242,15.219,28.533,7.467,21.066,16,4.237,2.286,2.442,6.039
"SYN00336",2026-02-22,7.448,0.752,12.132,31.8,12.375,19.425,18,4.646,1.43,1.874,5.763
"SYN00336",2026-03-01,9.501,1.389,16.172,29.11,8.363,20.747,14,3.921,2.058,3.248,5.554
"SYN00336",2026-03-08,9.083,0.783,14.922,30.134,10.507,19.627,14,4.188,1.377,1.808,6.423
"SYN00336",2026-03-15,8.805,2.027,15.556,29.168,7.278,21.89,15,3.95,1.334,2.601,6.946
"SYN00336",2026-03-22,5.535,1.24,11.518,33.224,8.09,25.134,18,3.858,1.528,1.61,4.662
"SYN00336",2026-03-29,9.083,1.259,15.562,29.657,8.813,20.844,16,3.711,1.689,1.807,6.842
"SYN00336",2026-04-05,8.615,1.238,13.765,30.147,11.118,19.029,19,5.647,1.737,1.404,6.027
"SYN00336",2026-04-12,8.25,1.386,14.096,30.364,8.02,22.344,19,4.33,1.158,2.009,5.365
"SYN00336",2026-04-19,8.896,1.491,14.414,29.613,8.435,21.178,15,4.196,1.843,2.584,4.949
"SYN00336",2026-04-26,7.76,1.779,17.934,30.461,12.992,17.468,15,3.477,1.623,1.186,5.973
"SYN00336",2026-05-03,8.271,1.014,14.488,30.716,7.502,23.214,19,3.557,1.121,2.513,5.352
"SYN00336",2026-05-10,6.961,1.981,12.016,31.058,9.944,21.114,18,3.148,1.115,1.2,5.939
"SYN00336",2026-05-17,8.683,2.191,17.384,29.126,9.741,19.385,14,3.839,1.663,2.027,6.24
"SYN00336",2026-05-24,8.301,1.419,15.393,30.28,9.606,20.675,20,4.824,1.652,1.432,5.557
"SYN00336",2026-05-31,7.344,1.669,17.376,30.987,11.258,19.729,19,3.23,2.09,1.377,3.922
"SYN00336",2026-06-07,6.126,2.166,11.683,31.708,7.882,23.826,18,2.552,1.456,1.412,5.995
"SYN00336",2026-06-14,6.003,0.768,11.199,33.228,8.902,24.326,16,3.822,1.279,1.474,6.639
"SYN00336",2026-06-21,8.886,2.046,16.173,29.069,11.315,17.753,15,6.749,2.277,2.487,6.741
"SYN00336",2026-06-28,8.307,2.163,15.378,29.529,11.389,18.14,18,3.352,1.216,2.159,7.206
"SYN00337",2026-01-04,9.933,1.595,16.026,28.472,2.419,26.053,14,7.467,2.753,3.248,3.673
"SYN00337",2026-01-11,6.503,1.769,12.487,31.729,7.546,24.182,17,4.443,1.223,1.863,3.941
"SYN00337",2026-01-18,5.135,2.161,12.747,32.703,6.28,26.423,20,2.846,1.338,0.795,3.275
"SYN00337",2026-01-25,7.472,0.914,12.358,31.615,5.341,26.274,12,3.239,1.612,1.476,4.13
"SYN00337",2026-02-01,7.857,1.566,14.344,30.577,4.061,26.516,20,4.987,1.537,2.315,5.689
"SYN00337",2026-02-08,5.992,1.016,11.722,32.992,10.757,22.234,16,4.238,1.574,1.764,5.004
"SYN00337",2026-02-15,6.129,1.18,11.376,32.691,6.638,26.054,21,3.21,1.246,1.963,5.262
"SYN00337",2026-02-22,10.086,2.059,18.462,27.855,0,27.855,16,6.397,2.021,2.052,5.15
"SYN00337",2026-03-01,6.294,1.346,12.291,32.36,6.856,25.504,17,4.675,0.88,1.804,5.155
"SYN00337",2026-03-08,7.294,0.816,12.886,31.89,6.853,25.037,15,4.49,1.482,1.108,4.839
"SYN00337",2026-03-15,8.963,0.946,15.559,30.091,3.701,26.39,16,4.832,1.272,2.986,3.732
"SYN00337",2026-03-22,6.076,1.155,13.364,32.769,8.548,24.22,16,3.971,1.05,1.259,5.026
"SYN00337",2026-03-29,5.349,1.551,10.91,33.1,5.734,27.366,17,3.538,1.29,1.039,4.053
"SYN00337",2026-04-05,7.808,1.903,13.535,30.289,3.815,26.474,16,4.716,1.539,1.715,4.668
"SYN00337",2026-04-12,3.507,1.175,8.68,35.318,7.442,27.877,20,2.284,0.532,1.16,4.733
"SYN00337",2026-04-19,7.691,2.132,15.3,30.177,3.701,26.475,17,4.033,2.167,1.231,3.464
"SYN00337",2026-04-26,5.807,1.042,11.899,33.151,5.044,28.107,21,2.69,1.328,1.804,4.299
"SYN00337",2026-05-03,7.598,1.893,13.959,30.51,4.282,26.228,18,4.961,1.752,1.328,5.308
"SYN00337",2026-05-10,5.02,1.848,10.713,33.132,8.466,24.666,15,2.186,0.849,1.215,4.743
"SYN00337",2026-05-17,3.794,1.636,11.34,34.569,12.084,22.485,20,1.536,0.685,0.75,4.492
"SYN00337",2026-05-24,8.422,1.379,14.787,30.199,4.538,25.661,14,4.542,1.393,2.566,4.307
"SYN00337",2026-05-31,6.961,1.462,14.13,31.577,6.977,24.6,16,3.555,1.218,1.327,4.107
"SYN00337",2026-06-07,7.97,1.729,15.236,30.3,7.041,23.259,17,3.443,1.454,2.69,2.835
"SYN00337",2026-06-14,4.297,1.132,9.324,34.572,8.26,26.311,19,1.883,0.637,1.193,4.578
"SYN00337",2026-06-21,8.405,1.965,14.53,29.63,3.78,25.85,16,5.214,1.348,2.706,5.638
"SYN00337",2026-06-28,7.161,1.859,13.859,30.98,2.91,28.07,16,3.335,1.504,1.776,3.979
"SYN00338",2026-01-04,9.473,1.257,14.297,29.27,11.683,17.587,19,4.377,1.635,2.162,1.284
"SYN00338",2026-01-11,9.365,0.792,13.188,29.843,10.651,19.192,18,6.303,0.228,0.942,0.27
"SYN00338",2026-01-18,11.091,1.599,17.906,27.311,8.142,19.169,12,4.182,1.694,2.169,0
"SYN00338",2026-01-25,11.898,1.33,16.607,26.772,8.941,17.831,13,6.154,1.331,1.417,2.234
"SYN00338",2026-02-01,12.809,0.655,16.533,26.536,9.126,17.41,15,7.641,2.17,1.529,1.811
"SYN00338",2026-02-08,11.448,1.066,15.978,27.486,10.001,17.485,15,7.429,1.771,1.399,0.521
"SYN00338",2026-02-15,11.592,1.943,17.997,26.465,9.474,16.99,16,8.763,1.105,0.515,0.623
"SYN00338",2026-02-22,12.457,0.805,16.528,26.739,7.374,19.365,13,9.099,1.336,1.954,1.856
"SYN00338",2026-03-01,11.603,0.665,15.875,27.731,9.933,17.799,15,6.607,1.992,2.072,0.521
"SYN00338",2026-03-08,9.699,0.567,14.837,29.735,7.792,21.942,18,6.292,0.186,1.258,1.137
"SYN00338",2026-03-15,9.286,0.514,12.597,30.2,9.341,20.86,20,4.708,0.798,1.222,1.365
"SYN00338",2026-03-22,10.646,0.927,15.634,28.427,7.114,21.313,15,6.333,0.118,1.375,0.755
"SYN00338",2026-03-29,10.584,1.259,15.777,28.157,8.988,19.169,16,4.951,1.42,1.228,1.056
"SYN00338",2026-04-05,10.116,0.789,15.615,29.095,11.497,17.598,18,6.578,0.783,0.347,1.484
"SYN00338",2026-04-12,8.975,1.162,14.814,29.863,11.483,18.38,15,4.6,1.239,0.834,1.628
"SYN00338",2026-04-19,8.937,1.586,14.052,29.478,11.465,18.013,20,4.513,0.672,0.597,0
"SYN00338",2026-04-26,10.507,1.846,16.472,27.647,6.971,20.676,11,5.569,0.509,0.861,2.467
"SYN00338",2026-05-03,8.797,0.73,14.138,30.473,11.442,19.031,18,4.014,1.253,1.961,0.492
"SYN00338",2026-05-10,9.291,1.762,16.505,28.946,8.914,20.032,18,3.703,1.375,2.116,0.786
"SYN00338",2026-05-17,10.402,0.615,13.735,28.983,11.232,17.751,15,7.277,0.33,0.438,1.927
"SYN00338",2026-05-24,8.099,1.485,14.025,30.416,9.393,21.023,17,3.369,1.169,1.309,1.109
"SYN00338",2026-05-31,9.984,1.082,15.071,28.933,13.561,15.373,18,6.909,1.274,2.209,0.202
"SYN00338",2026-06-07,7.77,1.451,13.746,30.778,10.817,19.962,16,4.005,1.297,0.586,0
"SYN00338",2026-06-14,11.911,1.455,16.671,26.634,13.736,12.898,14,7.862,1.844,0.377,1.158
"SYN00338",2026-06-21,11.17,0.558,16.021,28.272,9.422,18.85,18,8.016,0.665,1.537,1.097
"SYN00338",2026-06-28,8.895,1.572,14.308,29.533,10.825,18.708,19,5.999,0.955,1.133,1.855
"SYN00339",2026-01-04,15.45,2.589,25.121,21.961,4.815,17.146,13,8.3,0.71,2.659,0.329
"SYN00339",2026-01-11,13.767,1.18,20.637,25.053,4.482,20.571,12,6.361,0.72,3.329,0.606
"SYN00339",2026-01-18,13.549,2.095,20.934,24.356,3.534,20.821,10,6.954,1.491,1.095,1.246
"SYN00339",2026-01-25,13.537,2.043,21.468,24.42,5.482,18.938,8,8.447,0.788,2.574,1.37
"SYN00339",2026-02-01,15.674,2.59,24.236,21.736,1.527,20.209,11,8.87,2.939,3.079,1.001
"SYN00339",2026-02-08,15.091,1.943,22.872,22.966,3.55,19.416,12,7.574,2.26,2.513,0.933
"SYN00339",2026-02-15,15.847,1.733,23.579,22.419,2.396,20.024,12,11.071,0.669,1.908,1.334
"SYN00339",2026-02-22,17.287,2.268,26.836,20.445,3.794,16.651,11,13.7,1.502,3.2,1.451
"SYN00339",2026-03-01,15.386,2.513,23.24,22.1,8.629,13.471,12,7.96,3.218,2.695,1.214
"SYN00339",2026-03-08,12.42,1.426,20.028,26.155,7.12,19.035,19,8.631,2.593,3.031,1.578
"SYN00339",2026-03-15,16.259,2.043,24.801,21.697,4.364,17.334,14,10.979,2.012,1.715,1.432
"SYN00339",2026-03-22,16.212,2.414,24.875,21.374,2.698,18.675,13,12.275,1.075,3.334,1.262
"SYN00339",2026-03-29,15.989,1.406,23.706,22.605,3.866,18.739,11,8.69,3.353,1.487,1.07
"SYN00339",2026-04-05,12.584,1.565,20.377,25.851,4.376,21.475,13,9.237,1.096,2.626,1.308
"SYN00339",2026-04-12,14.167,2.359,21.987,23.473,2.429,21.045,18,9.948,0.767,1.127,0.049
"SYN00339",2026-04-19,14.951,1.713,23.444,23.336,7.982,15.354,11,9.975,0.784,1.602,0.126
"SYN00339",2026-04-26,13.289,2.411,23.184,24.3,7.014,17.286,16,6.806,2.524,3.222,1.139
"SYN00339",2026-05-03,14.23,1.483,21.621,24.287,5.621,18.666,12,9.67,2.791,1.253,2.042
"SYN00339",2026-05-10,12.606,2.487,22.208,24.907,9.375,15.532,12,10.448,0.729,2.906,0.671
"SYN00339",2026-05-17,14.205,1.766,21.988,24.029,5.897,18.132,10,7.137,0.905,1.464,0.813
"SYN00339",2026-05-24,15.563,1.615,23.774,22.822,5.691,17.131,16,7.178,1.329,3.373,1.21
"SYN00339",2026-05-31,12.699,1.509,21.764,25.792,5.359,20.433,14,6.576,1.977,1.851,1.188
"SYN00339",2026-06-07,13.009,2.294,21.016,24.697,3.462,21.235,12,8.266,2.257,1.913,0.84
"SYN00339",2026-06-14,14.146,2.078,23.639,23.776,5.587,18.189,10,6.428,2.907,2.556,1.016
"SYN00339",2026-06-21,15.295,2.078,22.716,22.627,3.454,19.173,14,12.999,0.748,1.751,0.539
"SYN00339",2026-06-28,14.966,1.713,21.989,23.321,4.327,18.994,12,8.191,1.796,2.356,0
"SYN00340",2026-01-04,6.353,1.885,12.037,31.761,12.081,19.681,17,3.377,0.646,1.139,2.092
"SYN00340",2026-01-11,9.149,0.738,13.618,30.113,13.053,17.061,16,5.071,0.824,0.604,1.495
"SYN00340",2026-01-18,8.188,1.199,12.503,30.613,7.15,23.463,17,4.458,1.109,0.801,1.946
"SYN00340",2026-01-25,10.122,1.271,14.765,28.607,7.81,20.797,17,5.294,1.034,1.397,1.099
"SYN00340",2026-02-01,8.903,1.414,14.634,29.683,14.413,15.271,16,3.434,1.262,0.892,0.818
"SYN00340",2026-02-08,9.763,1.842,15.271,28.395,12.34,16.055,20,6.895,1.256,2.013,2.186
"SYN00340",2026-02-15,8.27,0.958,12.896,30.772,10.524,20.248,19,5.157,1.093,0.46,1.994
"SYN00340",2026-02-22,10.257,1.071,15.791,28.672,12.78,15.892,13,3.851,0.828,1.747,2.284
"SYN00340",2026-03-01,8.747,0.994,12.191,30.258,12.209,18.05,19,3.57,0.938,0.531,0.414
"SYN00340",2026-03-08,8.387,1.204,16.883,30.409,15.828,14.581,19,4.212,0.444,1.657,0.528
"SYN00340",2026-03-15,6.84,0.512,9.498,32.648,13.413,19.235,20,3.211,0.271,0.872,2.039
"SYN00340",2026-03-22,9.008,0.777,13.748,30.215,11.516,18.699,18,4.808,1.52,0.928,1.642
"SYN00340",2026-03-29,8.179,1.961,12.991,29.86,10.547,19.312,19,4.308,0.555,1.659,1.39
"SYN00340",2026-04-05,6.607,0.518,10.434,32.876,13.934,18.941,16,2.604,0.598,0.482,2.187
"SYN00340",2026-04-12,10.959,1.058,17.718,27.983,11.381,16.602,17,4.077,0.749,2.258,0.487
"SYN00340",2026-04-19,8.865,1.792,14.824,29.344,11.707,17.637,17,3.964,0.32,0.83,0
"SYN00340",2026-04-26,8.493,0.777,11.916,30.73,12.07,18.66,17,6.314,0.414,1.456,0.377
"SYN00340",2026-05-03,9.611,1.324,13.105,29.065,11.924,17.14,15,4.171,0.184,1.281,0.734
"SYN00340",2026-05-10,6.121,1.762,11.216,32.116,13.604,18.512,23,2.976,0.409,1.062,2.035
"SYN00340",2026-05-17,7.352,1.851,12.814,30.797,11.178,19.619,19,4.679,1.233,1.253,1.745
"SYN00340",2026-05-24,7.056,1.525,12.111,31.419,11.042,20.377,20,4.936,1.105,1.385,1.926
"SYN00340",2026-05-31,6.676,1.96,11.886,31.364,13.177,18.186,18,4.511,0.148,1.085,1.135
"SYN00340",2026-06-07,8.669,0.754,12.505,30.578,10.93,19.648,17,4.855,0.943,1.723,1.79
"SYN00340",2026-06-14,8.386,1.501,12.966,30.114,12.756,17.357,17,5.735,0.283,1.119,0.32
"SYN00340",2026-06-21,10.445,1.431,16.261,28.124,10.745,17.379,17,5.565,1.181,1.181,0.853
